text	label
YOU KNOW NOTHING GREAT 	-1.0
AND IN MY OPINION HE CARRIED THE MOVIE FINE	0.8
HES A STAR OF THE MOVIE	0.4
BUT YOU KNOW HE DID IT	-0.6
HE CARRIED IT	1.25
NOTHING SPECIAL	-0.8
BUT ITS PRETTY SELFEXPLANATORY	0.0
WHICH IS A SMART MOVE SINCE YOU KNOW YOU HAVE TO BE REAL COMIC BOOK FAN TO GET WHAT HES NAME IS SUPPOSED TO BE	1.4
AND HE ALMOST LOOKS EXACTLY THE SAME AS THIS CHARACTER IN DEFIANCE	0.2
UM I ACTUALLY THINK THAT LIEV SCHREIBER IS A GOOD ACTOR	0.6
NOW OTHER PERFORMANCES ARE BORDERLINE	-0.4
I MEAN IT WAS LIKE HE WAS TOO LAZY TO TAKE OFF THE COSTUME OR SOMETHING	-2.0
BUT FOR ME I WAS JUST A LITTLE BORED	-1.8
KIDS ARE GONNA LOVE THE FILM	2.6
BUT OTHERWISE I DONT KNOW	-1.25
SURE THERE WERE CUTE MONEY PARTS IN THE MIXTING OF THE FILM	0.4
I DIDNT EVEN CARE FOR IT	-2.0
BUT FOR THIS ONE I JUST DIDNT FEEL LIKE IT	-2.0
BECAUSE IT HAD A REAL NOSTALGIC FEEL TO IT	1.0
UM I LOVED THE VERY FIRST ALVIN AND THE CHIPMUNKS MOVIE 	1.6
BUT YOU KNOW FOR THIS ONE I JUST DIDNT CARE	-1.8
IT REMINDED ME OF GETTING UP ON A SATURDAY MORNING AND EATING FRUIT LOOPS AND UM WATCHING CARTOONS	2.0
AND UM WHILE THE TRAILER MADE THE FILM LOOK REAL NICE AND CUTE 	-1.6
UM I SAW NO REASON WHY THEY NEEDED TO BRING BACK THE VILLAIN FROM THE FIRST ONE	-1.6
UM IM SURE KIDS ARE GONNA LOVE IT	2.2
IT WAS JUST FLAT	-1.8
AND YOU KNEW YOU SHOULDNT BE LAUGHING	-1.0
MY FAVORITE SCENE WOULD DEFINATELY BE THE VOLTURI	2.0
UM THEN MY WINS ON SCREEN WISKERS I MEAN THEY WERE REALLY WORN IN A LOTS WHICH IS A SHAME BECAUSE I THOUGHT XXX REALLY RATHER GOOD 	-0.6
AND UM MICHAEL SHEEN AS ARO AS WELL HE WAS RATHER ENJOYABLE TO WATCH	1.8
AND THE SCRIPT IT LEFT ALL THE KEY PLOTS AND EMOTION FROM THE CHARACTERS TO BE EXPOSED THROUGH DIALOGUE	0.4
I THINK IT WAS EMPIRE MAGAZINES REVIEW OF NEW MOON THAT SAID THAT KRISTEN RELIED HEAVILY ON THE TACTIC OF TACTIC OF BLINKING A LOT WHICH SHE REALLY DOES DO A LOT	-0.4
BUT AT THE SAME GOES FOR ROB PATTINSON AS EDWARD AND TAYLOR LAUTNER AS JACOB THEY DO A LOT OF FROWNING IM A MANLY MAN AND I FROWN	-0.2
FOR THE MOMENT IN THIS THE WHOLE CINEMA WAS LAUGHTING	1.8
AND I THINK THE VOLTURI THAT WAS MY EXCITING BIT OF THE ENTIRE FILM	1.2
THE REST OF THE FILM WAS JUST WATCHING KRISTEN JUST MOB AROUND 	-1.4
AND I THOUGHT THEY WERE AVERAGE	-0.4
I THOUGHT TWILIGHT DIRECTED BY CATHERINE HARDWICKE WAS ACTUALLY REALLY RATHER ENJOYABLE	2.0
LETS FACE IT THEY ARE REALLY NOT MASTER PIECES	-1.75
BUT CINEMATICLY I THOUGHT IT WAS GOOD QUITE GOOD	2.2
UM I MEAN OBVIOUSLY IT HAD ITS FLAWS	-1.2
I WASNT THINKING ON HEARING THAT CHRIS WEITZ WAS GONNA START THE NEW MOON BECAUSE OF THE DESTRUCTION THAT WAS PHILLIP PULLMAN THE GOLDEN COMPASS	-0.6
IT WASIT WAS ENJOYABLE	1.6
AND I I DIDINT REALLY KNOW WHAT TO EXPECT FROM NEW MOON UM IN TERMS OF HIS DIRECTION	-0.2
I THOUGHT THAT FILM WAS AWFUL	-2.4
THE THING IS ITS A VERY GOOD TRANSLATION OF THE BOOK	2.2
OVERALL NEW MOON WAS IT WAS OK JUST AVERAGE	0.6
AND I REALLY APPRECIATE THAT LOYALTY	1.4
ITS VERY VERY LOYAL TO THE BOOK 	1.6
AND THE BOOK IS NOT NECESSARILY THE MOST THRILLING BOOK EVER	-1.4
UM HOWEVER IT IS THIS LOYALTY TO THE ORIGINAL SOURCE THAT GIVES IT ITS FLAWS	-0.2
IT WASNT REALLY THE BEST THE MOST THRILLING READ EVER ILL SAY THAT	-1.4
I MEAN THE ENTIRE XXX IS BELLA SWAN KRISTEN KRISTENS STEWARDS CHARACTER MOBBING AROUND COMPLETELY DEPRESSED	-1.4
THE ANGSTY TOO ANGSTY MOMENTS WITHDRAWN OUT TO THE MAX AS FAR AS THAY CAN GO	-1.0
SO OVERALLNEW MOON EVEN WITH THE BIGGER BETTER BUDGETS HUH IT WAS STILL TOO LONG 	-1.8
AND THAT WAS REALLY BORING	-1.6
LIKE A MOVIE CALLED COWBOYS AND ALIENS A LOT OF PEOPLE WOULD THINK WOULD BE KIND OF LIKE CRAZY 	-0.4
I JUST THOUGHT IT WAS KIND OF STUPID 	-2.0
SO YOU CAN CARE ABOUT HIM	0.0
THERE ARE SOME FLAWS HERE	-1.0
AND ALSOUM OLIVIA WILD SHES PRETTY GOOD	2.0
AND IM GONNA GIVE IT AN EIGHT OUT OF TEN	2.2
IT WAS REALLY FUN	1.4
A VERY GOOD TIME	2.2
AND I DEFINATELY RECOMMEND YOU CHECK IT OUT IN THEATERS	2.2
AND THERE BUT THEYRE NOT HUGE GLARING FLAWS	-0.6
BUT I WAS KIND OF EXPECTING THAT 	0.0
I WASNT A HUGE FAN OF IT	-1.0
AND ALSO I LIKE HOW ITS KIND OF UPFRONT TO SHOW THEM TO US INSTEAD OF HIDING THEM LIKE SHOWING A LITTLE LIKE AN ARM ON SCENE OR SOMETHING NO THEY JUST STRAIGHT UP SHOW IT TO US	1.6
AND I REALLY ENJOYED THAT	1.8
I IT WAS REALLY COOL WHEN THEY DID THAT	1.8
COZ THE ALIENS WERE REALLY COOL LOOKING	1.8
THEY ARE HUGE 	1.0
THEYRE REALLY STRONG	0.8
AND THEYRE KIND OF SCARY LOOKING	-0.8
I DIDNT EXPECT THAT	0.0
SHES ACTUALLY PRETTY GOOD	1.4
SHES IN EVERYTHING NOWADAYS	0.0
SHES BEAUTIFUL	0.2
AND SHES NOT A BAD ACTOR 	0.2
DANIEL CRAIG DOES A VERY GOOD JOB HERE 	2.4
HE KIND OF CHANNELS THE MAN WITH NO NAME CLINT EASTWOOD 	0.6
BUT HE BECOMES MORE LIKEABLE	0.6
HIS GUTS DEVELOPED MORE AS MORE LIKEABLE CHARACTER	0.6
MUCH SAY THAT I REALLY ENJOYED COWBOYS AND ALIENS	2.0
YOU GUYS DONT KNOW WHAT YOURE GONNA GO AND SEE WHEN YOU GO WALK INTO THE MOVIE CALLED COWBOYS AND ALIENS	0.0
THERE WAS A LOT OF FUN	0.4
THE ONLY OSCAR THAT I CAN EVEN THING OF IS MAYBE LIKE BEST CINEMATOGRAPHY	0.0
IF YOURE EXPECTING SOME ARTSY SERIOUS OSCAR CONTENDER THAN YOURE WRONG	-0.4
AND MAYBE BEST VISUAL EFFECTS	1.6
BECAUSE THE CINEMATOGRAPHY IN THIS MOVIE IS GREAT	2.4
BUT AGAIN YOU YOU CANT EXPECT A HUGE LIKE SURREAL MIND BENDER FROM THE MOVIE CALLED COWBOYS AND ALIENS YO	-0.4
COZ THE VISUAL EFFECTS ARE PRETTY COOL	1.8
SUCH AS SOMETIMES THE ALIENS IN THE WESTERN SETTING DO LOOK A LITTLE GOOFY 	-0.6
AT FIRST HES JUST KIND OF LIKE GRUMPY OLD GUY 	-0.6
HES HE GIVES AN ENTERTAINING PERFORMANCE AS THE KIND OF LIKE THE LEADER THE OF THE TOWN	1.0
OVERALL I REALLY ENJOYED COWBOYS AND ALIENS	2.0
NOT A HUGE FLAW BUT ITS THERE AND ITS NOTICABLE	-1.4
THE ACTION IS REALLY INTENSE WHICH SURPRISED ME 	2.2
AND ITS SATISFACTORY	0.8
THERES SOME REALLY INTENSE ACTION SCENES ESPECIALLY THE SCENE WHEN THE ALIENS FIRST INVADE	2.0
I DIDNT EXPECT THE ACTION TO BE SO INTENSE	1.2
IT GAVE ME CHILLS 	0.5
THAT SCENE IS LIKE CRAZY	0.2
THE ACTION IS REALLY COOL	2.6
I ITS A LOT OF FUN	2.0
ONE THING I LIKE WITH THE ALIENS IS THAT A THEY ARE NOT JUST WEAK LINKS THAT HIDE BEHIND THE TECHNOLOGY	1.4
THE ALIENS ARE REALLY COOL	2.2
I THINK HE DOES A GREAT JOB AT WHAT HE DOES	2.0
AND A LOT OF PEOPLE HAVE BEEN SAYING THAT	-0.2
HARRISON FORD IS ALSO GOOD	1.4
ALSO HIS INNOCENT ACCENT IS PRETTY CONVINCING	1.2
AND HE DOES A REALLY GOOD JOB	2.2
HE DOESNT TAKE CRAP FROM ANYBODY	0.6
IS REALLY REALLY HARD CORE	1.2
AND SOMETIMES IT KIND OF VEERS INTO CLICHE ACTION MOVIE TERRITORY	-1.0
HES A REALLY BAD ASS	2.2
BUT SOMETIMES IT JUST VEERS ENTIRELY CLICHE ACTION MOVIE TERRITORY AGAIN	-1.6
BUT THEY ARE NOTICABLE FLAWS	-1.8
BUT THEN YOU KIND OF LIKE WALK OUT OF THE MOVIE AND YOURE LIKE WELL I I GET WHAT HAPPENED I UNDERSTAND WHAT HAPPENED	-1.0
BUT WHAT WHAT WOULD YOU DO FOR GREEN LANTERN MOVIE 2 THAT WOULD BE EVEN LIKE WORTH WHILE NOW 	-0.8
BECAUSE I MEAN IF HES ABLE TO DO ALL OF THIS SORT OF STUFF LIKE HOW YOURE SUPPOSED TO REALLY PUT UP A FORCE THAT CAN PUSH HIM TO THE NEXT LEVEL OR OR DESTROY HIM AT THE SAME TIME	0.0
AND IT DOES KIND OF A LEA HELPS ALLEVIATE WHAT THAT WHOLE WAS IS ABOUT FIGHTING THE ULTIMATE ENEMY WITHIN THIS FIRST MOVIE AND THAT THE THREAT IS STILL THERE POTENTIALLY SPEAKING	1.4
BUT I THINK THERE WAS ALSO SOME SORT OF LIKE UM TONE WITHIN THE ACTUAL UM POWERS OF THE GREEN LANTERN AND HIMSELF AND THAT YOU CAN BASICALLY THINK UP OF ANYTHING AND YOU CAN PROJECT THAT INTO THE REAL LIFE 	0.8
AND I THINK HAVING THIS SORT OF SUPERPOWER ALMOST THIS POWER TO JUST IMAGINE ANYTHING KIND OF JUST UM HELPED ME GET PASSED THAT YOU KNOW THESE ARE ALL CGI CHARACTERS AND SET	1.0
THIS IS A PLAYGROUND AND THEIR IMAGINARY PLAYGROUND AND ANYTHING CAN HAPPEN ANYTHING THAT WHAT ALSO MADE THE FILM EXCITING	2.2
BECAUSE YOU DONT ENTIRELY KNOW WHATS COMING NEXT	0.2
SO ITS KIND OF INTERESTING TO SEE UM WHERE THEYRE GONNA BE GOING WITH THAT	1.6
IM LOOKING FORWARD TO IT IVE GOT TO SAY	2.0
BEFORE I WENT IN TO SEE THE GREEN LANTERN IVE BEEN HEARING ALL THESE LIKE CRITICS BASICALLY JUST TRASHING THIS MOVIE LEFT AND RIGHT 	-0.5
I ENJOYED IT FOR WHAT IT WAS YOU KNOW	1.4
BUT I AT THE SAME TIME I DO WANNA JUST SAY THAT I ENJOYED THIS MOVIE	2.2
THIS IS A MOVIE THAT YOURE GONNA GO OUT AND SEE	2.0
ITS A HUGE SORT OF SPECTACLE MOVIE THAT IS GREAT FOR THIS SUMMER TIME YOU KNOW	2.2
BECAUSE I I WOULD ACTUALLY SAY THIS PROBABLY IS ONE OF THE FIRST MOVIES THIS YEAR THAT IVE SEEN THIS YEAR THAT YOU WANNA SEE IN 3D ESPECIALLY FOR JUST THE OPENING PORTION	2.4
AND YOU WANNA SEE IT IN 3D 	2.0
AND THE REST OF IT DOES LOOK GOOD AS WELL	1.4
IT LOOKS REALLY GOOD	1.8
ITS NOT LIKE A DARK MOVIE OR ANYTHING	0.2
AND I JUST HAD FUN WATCHING THIS MOVIE	2.2
SO ITS PERFECT FOR KIDS AS WELL AS JUST LIKE TEENAGERS AS WELL WHO JUST WANNA SEE A LOT OF EXPLOSIONS AND SOME CRAZY STUFF 	2.2
ITS VERY MUCH A LIGHT HEARTED 	1.2
BECAUSE IT LOOKS LIKE A CARTOON	-1.5
AND YOU KNOW GOING INTO IT OR THESE WATCHING THE TRAILERS BEFORE HEAD I WAS REALLY KIND OF HESITANT ABOUT SEEING THE GREEN LANTERN IN THE FIRST PLACE 	-1.0
BECAUSE I THINK WHY NOT JUST MAKE THIS YOU KNOW MOVIE THIS LIVE ACTION MOVIE AND TALK CARTOON	-0.6
IM NOT REALLY A HUGE FAN OF HAVING LIKE ALL THESE 3D CHARACTERS	-1.6
AND IT SEEMED LIKE THEY WERE GONNA GO THAT ROUTE	0.0
THATS REALLY THE ROUTE THAT YOURE GONNA GO 	0.333333333333
ITS NOT LIKE THE GREEN LANTERN IS THE NEXT BATMAN BEGINS OR OR THE DARK NIGHTER 	-0.4
YEAP ABSOLUTELY NOT TO BE MISSED	2.4
ITS EXTREMLY WELL MADE 	2.8
ITS EXTREMLY DARE I SAY FUN TO WATCH IN A REALLY MESSED UP KIND OF WAY 	2.0
ITS EXTREMLY DARE I SAY FUN TO WATCH IN A REALLY MESSED UP KIND OF WAY AND EVEN NOW ITS A HORROR FILM	1.6
ITS DEFINATELY GOT SOME FUN KEVIN SMITH MOMENTS IN IT FOR YOU TO LAUGH WITH UM	1.8
PROBABLY ONE OF THE BALLSIEST PROBABLY ONE OF THE BALLSIEST FIMS OD SUNDANCE 2011	2.0
ITS BOLD	0.8
UM AS REALLY THE BEST WAY TO DESCRIBE THIS FILM IS ITS BIG	1.4
IT MAKES BIG POWERFULS STATEMENTS	2.0
ITS STRONG	0.4
EVERYTHING FROM THE WAY ITS BEING RELEASED TO THE PERFORMANCES AND TO THE STORY ITSELF IS ABSOLUTELY OVRT THE TOP IMPRESSIVE	2.2
IT DOESNT HOLD BACK 	0.5
ITS A HUGE BREAK THROUGH FOR KEVIN SMITH	2.4
AND REALLY WELL DONE	2.6
JOHN GOODMAN ABSOLUTELY AMAZING	2.6
ITS COMPLETELY DIFFERENT FROM ANYTHING WEVE EVER SEEN HIM DO BEFORE	0.4
ITS SO WELL DONE	2.6
MELISSA LEO WILL HAVE YOU CREEPED OUT TO YOUR INNER CORE WITH HER TINY LITTLE SMILE	0.8
ITS A HORROR FILM IA A TRUE SENSE	0.25
FOR ALL OF THOSE PEOPLE WHO ARE HATING ON IT I DONT KNOW WHAT THEY ARE COMPLAINING ABOUT IT	1.8
UM IT IS IT IS DEFINATELY ONE OF THOSE FILMS THATS NOT GONNA BE EASY FOR YOU TO FIND	0.2
AND IT IS ABSOLUTELY HORRIFYING	-2.0
WHENEVER IT COMES TO YOUR TOWN DO NOT MISS IT	2.8
ITS BEING RELEASED IN A VERY INTERESTING WAY	1.2
AND I THINK I WHY I WOULD BE SCARED IS BECAUSE I WOULD FEEL SCARED AND KIND OF SAD IF I LOST MY OWN MOTHER	-1.2
I AM EIGHT YEARS OLD AND I THOUGHT IT WAS REALLY S KIND OF SCARY	0.6
BUT IT ALL TURNS OUT GREAT IN THE END	2.4
I JUST GOT FINISHED WATCHING AN EXCELLENT MOVIE CALLED MARS NEEDS MOMS	3.0
I LIKED GRIBBLE BECAUSE HE HELPED MILO GET MILOS MOTHER AWAY FROM THE ALIANS	1.8
AND MY FAVORITE CHARACTERS IN THE MOVIE WOULD HAVE TO BE MILO MILOS MOTHER AND GRIBBLE	2.0
AND MY FAVORITE PART IN THE MOVIE WAS WHEN MILO HAS TO SAVE GRIBBLE	2.2
WHICH I THOUGHT WAS AWESOME	2.8
BECAUSE IT IS A GOOD MOVIE	2.2
AND I WOULD RECOMMEND THIS MOVIE FOR AGES 3 AND UP	2.0
LIKE FOR EXAMPLE MY BROTHER IS FIVE YEARS OLD AND HE DIDNT THINK THIS MOVIE WAS SCARY AT ALL	-0.4
AND IT DEPENDS WHAT AGE YOU ARE AND HOW YOU TO HOW YOU FEEL LIKE SEE THE MOVIE	0.8
BEACUSE I WANTED TO SEE HOW THEY COULD FRAME THAT 	0.25
UM THAT WAS PROBABLY PART OF THE TRAILER THAT GOT ME TO GO AND SEE THE MOVIE	0.4
ITS A GREAT ONE	2.2
SO UM IF YOU HAVENT SEEN WINNIE THE POOH AND YOU LIKE FAMILY FILMS GO SEE IT	1.8
I DEFINATELY RECOMMEND IT	2.2
AND SO I WAS KIND OF CURIOUS TO SEE MAYBE IF THAT WAS WHAT DISNEY WAS GOING FOR AND IT DEFINATELY WAS WHAT THAY WERE GOING FOR	1.6
UM ITS ITS GREAT IF YOU REMEMBER THAT WAS OLD FILMS 	2.0
BUT I BET IF YOU PUT THEM NEXT TO THE NEW FILM THAT THE STYLE WOULD BE SIMILAR ENOUGH THAT YOU WOULDNT BE ABLE TO REALLY TELL WHAT THE DIFFERENCE IS	0.6
THE STORY IS PRETTY SIMPLE	0.0
WOULD BE GREAT FOR KIDS TOO	2.0
UM FUNNY JOKES THAT THE KIDS WOULD GET	0.8
WEVE GOT GREAT JOKES	1.6
BECAUSE HE SAYS ISSUE AND THEY THINK HE IS SAYING AT YOU	-0.6
UM I LOVE THE SCENE WHERE EEYORE AND POOH THINK THAT OWL IS GETTING SICK	2.0
AND BUT XXX WERE TOO HOLLYWOOD FOR ME	-1.2
THE NUMBERS THEY AND THEY KIND OF STUCK TO THE BOOK OF IT SO I LIKE THAT	1.4
BECAUSE THINK ABOUT IT IF YOU IF YOUR TOP PRIORITY IS SURVIVAL THAN WHY WOULD YOU BE WORRIED ABOUT HAVING THE LATEST TECHNOLOGY YOU KNOW WHAT I MEAN	-0.6
LIKE TH THIS THING ISNT REALLY A BIG DEAL BUT UM I I DDINT LIKE THE FACT THAT JOHN HAD AN IPHONE	-1.2
BUT MY OPININ LIKE HE SHOULDNT HAVE AN IPHONE HE SHOULDNT CARE ABOUT THE LATEST TRENDS SO THATS REALLY WHAT THE LIEUTENANT XXX	-1.6
SO SINCE WERE NOT REALLY SURE WHAT THEIR FINANCIAL SITUATION IS THEY COULD BE LIKE SCRAPING BY OR THEY COULD BE TOTALLY RICH	0.0
UM LIKE I SAID IT WASNT BIG DEAL	-0.4
I THOUGHT IT WAS ALL TOO COMMERCIAL IN THAT ASPECT	-0.2
UM ANOTHER THING THAT DID BOTHER ME WERE THE KISSINGS 	-1.2
AND YOU PROBABLY DONT THINK SO BUT YOU KNOW JUST ONE OF THOSE LITTLE THINGS THAT THAT HURT YOU FOR SOME REASON YOU KNOW WHAT I MEAN	-1.6
UM SO THERE ARE THINGS THAT I LIKED ABOUT THE MOVIE BETTER THAN I LIKED ABOUT THE BOOK AND VICE VERSE	1.0
MAYBE BECAUSE NUMBER FOUR WAS NOT MY ALL TIME FAVORITE BOOK 	-0.8
IT WASNT LIKE IT WASNT LIKE OH THE BOOK WAS SO MUCH HARDER THAN MOVIE	-0.8
BUT BUT UM I WASNT CRAZY ABOUT IT	-0.8
IT WAS A GOOD BOOK	1.6
SO I LIKED THE MOVIE 	1.4
SO YEAH AND THE MOVIE WAS PRETTY GOOD IN MY OPINION	1.8
GOOD JOB OF EXPLAINING THING WITH LORAIN THE MOGADORIANS	0.5
BECAUSE IT DID A GOOD JOB OF EXPLAINING THE BACK STORY IN THE BOOK	1.8
UM HE WAS AWESOME	2.4
LIKE HE WAS INCREDIBLE	2.6
THE OTHER GUY THAT DID A REALLY GOOD JOB WAS UM JEFFREY DEAN MORGAN	1.8
HE DID A VERY GOOD JOB 	2.0
ILL TELL YOU WHO MADE THE MOVIE	0.8
WHO WAS JUST KICK ASS 100 OF TIME WAS THE GUY THAT PLAYED OUR RORSCHACH	1.8
BUT ANYWAYS HE WAS AWESOME	2.6
I THOUGHT THAT WAS VERY COOL	2.4
VERY DARK	-1.25
UM I REALLY LIKED SICKO GUY 	-1.5
UM GRAPHICS WERE INCREDIBLE 	1.8
SOME REALLY SUCKY ACTING 	-2.6
UM SOME REALLY GOOD ACTING	2.2
COZ PEOPLE WERE LIKE EATING POPCORN AND YOU SEE THE FIRST SHOW AND PEOPLE YOU HEAR LIKE THIS THIS RIPPLE EFFECT OF WHISPERING OH MY GOD IS THAT A IS THAT AM I LOOKING AT THIS RIGHT WHAT 	1.0
SO THIS WAS PRETTY FUNNY 	1.4
UM THERE COULDVE BEEN LESS BLUE NUDITY 	-1.6
I THOUGHT THAT WAS REALLY FUNNY	1.6
IT WAS FUNNY THOUGH	1.8
BECAUSE WHAT WAS WEIRD WAS THE FACT THAT IN PART OF THE MOVIE HES WEARING LIKE A BLUE UM OVERALL FLONG THING MEDAL FLONG THING SO I WAS LIKE WHY NOT WEAR THE WHOLE WHOLE TIME YOU KNOW WHY WHY YOU GOT TO GO COMMAND ON US 	-1.2
BUT UM YOU KNOW OVERALL IT WAS GOOD	1.8
UM SO AT THE END THERES NOT REALLY A WHOLE LOT OF REDEEMING VALUE THAT I THINK YOU COME UP WITH	-1.8
ITS KIND OF WEIRD	-1.0
HES FUNNY	2.0
ALL RIGHT SO ENOUGH OF THE NUDITY	-1.6
I DONT KNOW CLASSIC SUPERHERO KIND OF GETTING ON KIND OF THING	0.6
UM JUNIOR LADY GIRL I KNOW I I MEAN SHE LOOKED FAN FANTASTIC	-0.4
UM BUT WHAT SUCKED WHAT WAS BAD WAS MALIN AKERMAN THE GIRL WHO PLAYS THE SILK SPECTRE II	-2.2
SHE LOOKED LIKE A SUPERHERO	0.8
SHE LOOKED PHENOMENAL	2.2
AND THERES A VAST DIFFERENCE BETWEEN THOSE TWO THINGS 	-0.2
BUT SHE ACTED LIKE POWER RANGER	-0.4
I WAS VERY IMPRESSED	2.2
BUT UM HE DID A REALLY GOOD JOB AT ACTING	2.2
AND IT SEEMED LIKE EVERYTHING WAS SORT OF OVERWHELMINGLY BAD	-1.6
AND UM THERES NOT IN MY OPINION THERE WASNT VERY MUCH OF A BALANCE BETWEEN SORT OF LIKE THE GOOD EVIL KIND OF THING	-1.6
I WARN YOU ITS A VERY VERY DARK 	-1.0
UM BUT ITS EXTREMELY DARK	-0.6
AND ITS VERY VERY INTERESTING	1.4
SO OVERALL ITS ITS LIKE A BLEND OF YOUVE GOT ALTERNATIVE HISTORY	0.6
OVERALL OVERALL IT HAD FAR TOO MANY PLOT HOLES	-1.8
AND JUST NOT ENOUGH DEPTH TO BE INTERESTING	-2.2
I HAVE TO SAY MY FAVORITE CHARACTER IN THE ENTIRE MOVIE IS THE CHARACTER THOMPSON	2.0
BUT HES JUST THE CREEPIEST OLD GUY YOULL EVER SEE IN YOUR LIFE HE STANDS OVER PEOPLE WHEN THEYRE ASLEEP JUST STARING AT THEM	-1.0
WHICH IS WHERE ALL GREAT RELATIONSHIPS SHOULD START 	0.4
I LITERALLY SAID OUT LOUD WHAT QUE WHAT IS THIS MOVIE THAT I AM SEEING WHAT IS THIS	-2.4
AND JUST ITS VERY ITS VERY CHAOTIC AT THE END OF THIS MOVIE	-1.0
BUT THERES A REASON FOR THAT THERES A REASON FOR WHY I WAS CONFUSED	-0.2
I DO NOT UNDERSTAND THIS MOVIE	-2.0
THANKS A LOT COMMERCIAL	-1.4
FIRST OFF THE COMMERCIAL MAKES THE TERRIBLE TERRIBLE MISTAKE OF SAYING THAT IT IS MORE THOUGHT PROVOKING THAN INCEPTION	-2.6
BUT I MUST SAY THOSE ARE SOME PRETTY BIG SHOES TO FILL SO I THOUGHT MAYBE IT HAS A CHANCE	0.4
THE ENTIRE TIME I WAS CONSTANTLY COMPARING IT TO INCEPTION	-0.2
I WAS JUST WAITING FOR JOSEPH GORDON LEVITT TO COME OUT JUST JUMP OUT ANY TIME AND SAY ITS A PARADOX	-0.5
I I SHOULD GIVE IT A SHOT YOU KNOW	0.6
WHICH KIND OF JUST RUINS THE SUSPENSE RIGHT THERE BECAUSE IF YOUVE GOT SOME CONVENIENT GUY IN A FEDORA TO JUST TELL YOU OH YES WE ARE THE ADJUSTEMENT BUREAU AND THIS IS WHAT WE DO YOU KNOW ITS JUST KIND OF RUINS THE SUSPENSE	-2.2
NOW THE ONLY SUSPENSFUL PART THAT I FOUND IN THE FIRST THIRTY MINUTES OF THE MOVIE WAS WHEN MATT DAMON FIRST DISCOVERS THE BUREAU IN THE FIRST PLACE	-0.8
INTERESTINGLY IT TURNED OUT TO BE MORE OF A ROMANTIC COMEDY THAN IT WAS A THRILLER	0.0
AND NOW IM NOT IM NOT EXCITED ANYMORE	-1.4
YOU KNOW IT WAS IT WAS FUNNY AT TIMES	1.0
UM YOU KNOW IT HAD SOME INTERESTING WRITING	0.6
BUT JUST ASIDE FROM THAT THEY REALLY DROPPED THE BALL ON THE SUSPENSFUL PARTS	-2.2
MATT DAMON IS A YOU KNOW HES A PRETTY FUNNY GUY	1.4
BUT HE ACTUALLY FOUND UM WHEN HES SEEN COME UP IT SLOWED THE MOVIE DOWN UM AND THIS IS THE PROBLEM UM WITH PREDATOR TO PREDATORS COMPARED TO PREDATOR	-1.4
PREDATOR IS REALLY WELL PACED MOVIE	1.8
AND IT PICKS UP SPEED AND NEVER LETS GO EV EVEN IN THE SAME XXX WHERE THEY THEY SLOW YOU KNOW THEY MEANT TO HAVE SOME DIALOGUE AND AND TALK ABOUT WHATS GOING ON YO YOU KNOW 	1.0
